LastName,FirstName,Other_Info,Age,Gender,Hometown,Boarded,Lifeboat,Body,Class,Survived,Passenger,Crew,crew_responsibility
Caram,Mr Joseph,,28,M,,Cherbourg,,,3,0,1,0,
Caram,Mrs Maria Elias,,18,F,,Cherbourg,,,3,0,1,0,
Carlsson,Mr Carl Robert,,24,M,,Southampton,,,3,0,1,0,
Carlsson,Mr August Sigfrid,,28,M,,Southampton,,,3,0,1,0,
Carr,Miss Jane,,45,F,,Queenstown,,,3,0,1,0,
Carver,Mr Alfred John,,28,M,,Southampton,,,3,0,1,0,
Celotti,Mr Francesco,,24,M,,Southampton,,,3,0,1,0,
Charters,Mr David,,20,M,,Queenstown,,,3,0,1,0,
Chip,Mr Chang,,32,M,,Southampton,,,3,1,1,0,
Christmann,Mr Emil,,29,M,,Southampton,,,3,0,1,0,
Chronopoulos,Mr Apostolos M.,,26,M,,Cherbourg,,,3,0,1,0,
Chronopoulos,Mr Dimitrios M.,,21,M,,Cherbourg,,,3,0,1,0,
Coelho,Mr Domingos Fernandeo,,20,M,,Southampton,,,3,0,1,0,
Cohen,Mr Gurshon,,18,M,,Southampton,,,3,1,1,0,
Colbert,Mr Patrick,,24,M,,Queenstown,,,3,0,1,0,
Coleff,Mr Satio,,24,M,,Southampton,,,3,0,1,0,
Coltcheff,Mr Peju,,36,M,,Southampton,,,3,0,1,0,
Conlin,Mr Thomas Henry,,31,M,,Queenstown,,,3,0,1,0,
Connaughton,Mr Michael,,40,M,,Queenstown,,,3,0,1,0,
Connolly,Miss Catherine,,23,F,,Queenstown,,,3,1,1,0,
Connolly,Miss Kate,,41,F,,Queenstown,,,3,0,1,0,
Connors,Mr Patrick,,66,M,,Queenstown,,,3,0,1,0,
Cook,Mr Jacob,,43,M,,Southampton,,,3,0,1,0,
Cor,Mr Bartol,,35,M,,Southampton,,,3,0,1,0,
Cor,Mr Ivan,,27,M,,Southampton,,,3,0,1,0,
Cor,Mr Liudevit,,19,M,,Southampton,,,3,0,1,0,
Cornblatt,Mr Harris,,30,M,,Southampton,,,3,0,1,0,
Corr,Miss Ellen,,16,F,,Queenstown,,,3,1,1,0,
Coutts,Mrs Winnie,,36,F,,Southampton,,,3,1,1,0,
Coutts,Master William Loch,,9,M,,Southampton,,,3,1,1,0,
Coutts,Master Neville Leslie,,3,M,,Southampton,,,3,1,1,0,
Coxon,Mr Daniel,,59,M,,Southampton,,,3,0,1,0,
Crease,Mr Ernest James,,19,M,,Southampton,,,3,0,1,0,
Cribb,Mr John Hatfield,,44,M,,Southampton,,,3,0,1,0,
Cribb,Miss Laura Mae,,16,F,,Southampton,,,3,1,1,0,
Culumovic,Mr Jeso,,17,M,,Southampton,,,3,0,1,0,
Daher,Mr Tannous,,28,M,,Cherbourg,,,3,0,1,0,
Dahl,Mr Charles Edward,,45,M,,Southampton,,,3,1,1,0,
Dahlberg,Miss Gerda Ulrika,,22,F,,Southampton,,,3,0,1,0,
Dakic,Mr Branko,,19,M,,Southampton,,,3,0,1,0,
Daly,Miss Margaret Marcella,,33,F,,Queenstown,,,3,1,1,0,
Daly,Mr Eugene Patrick,,29,M,,Queenstown,,,3,1,1,0,
Danbom,Mr Ernst Gilbert,,34,M,,Southampton,,,3,0,1,0,
Danbom,Mrs Anna Sigrid Maria,,28,F,,Southampton,,,3,0,1,0,
Danbom,Master Gilbert Sigvard Emanuel,,0.333,M,,Southampton,,,3,0,1,0,
Danoff,Mr Yoto,,27,M,,Southampton,,,3,0,1,0,
Davies,Mr Evan,,22,M,,Southampton,,,3,0,1,0,
Davies,Mr Alfred James,,24,M,,Southampton,,,3,0,1,0,
Davies,Mr John,,21,M,,Southampton,,,3,0,1,0,
Davies,Mr Joseph,,17,M,,Southampton,,,3,0,1,0,
Davison,Mr Thomas Henry,,32,M,,Southampton,,,3,0,1,0,
Davison,Mrs Mary Elizabeth,,34,F,,Southampton,,,3,1,1,0,
De Messemaeker,Mr Guillaume Joseph,,36,M,,Southampton,,,3,1,1,0,
De Messemaeker,Mrs Anna,,36,F,,Southampton,,,3,1,1,0,
De Mulder,Mr Theodoor,,30,M,,Southampton,,,3,1,1,0,
De Pelsmaeker,Mr Alfons,,16,M,,Southampton,,,3,0,1,0,
Dean,Mr Bertram Frank,,25,M,,Southampton,,,3,0,1,0,
Dean,Mrs Eva Georgetta,,32,F,,Southampton,,,3,1,1,0,
Dean,Master Bertram Vere,,1,M,,Southampton,,,3,1,1,0,
Dean,"Miss Elizabeth Gladys ""Millvina""",,0.166,F,,Southampton,,,3,1,1,0,
Delalic,Mr Redjo,,25,M,,Southampton,,,3,0,1,0,
Denkoff,Mr Mitto,,30,M,,Southampton,,,3,0,1,0,
Dennis,Mr Samuel,,22,M,,Southampton,,,3,0,1,0,
Dennis,Mr William,,26,M,,Southampton,,,3,0,1,0,
Devaney,Miss Margaret Delia,,19,F,,Queenstown,,,3,1,1,0,
Dika,Mr Mirko,,17,M,,Southampton,,,3,0,1,0,
Dimic,Mr Jovan,,42,M,,Southampton,,,3,0,1,0,
Dintcheff,Mr Valtcho,,43,M,,Southampton,,,3,0,1,0,
Donohoe,Miss Bridget,,21,F,,Queenstown,,,3,0,1,0,
Dooly,Mr Patrick,,38,M,,Queenstown,,,3,0,1,0,
Dorking,Mr Edward Arthur,,18,M,,Southampton,,,3,1,1,0,
Dougherty,Mr William John,,22,M,,Queenstown,,,3,0,1,0,
Dowdell,Miss Elizabeth,,31,F,,Southampton,,,3,1,1,0,
Doyle,Miss Elizabeth,,28,F,,Queenstown,,,3,0,1,0,
Drazenovic,Mr Jozef,,33,M,,Cherbourg,,,3,0,1,0,
Driscoll,Miss Bridget,,27,F,,Queenstown,,,3,1,1,0,
Dropkin,Miss Jennie,,24,F,,Southampton,,,3,0,1,0,
Duquemin,Mr Joseph Pierre,,24,M,,Southampton,,,3,1,1,0,
Dwan,Mr Frank,,65,M,,Queenstown,,,3,0,1,0,
Dyker,Mr Adolf Fredrik,,23,M,,Southampton,,,3,0,1,0,
Dyker,Mrs Anna Elisabeth Judith,,22,F,,Southampton,,,3,1,1,0,
Edvardsson,Mr Gustaf Hjalmar,,18,M,,Southampton,,,3,0,1,0,
Eklund,Mr Hans Linus,,16,M,,Southampton,,,3,0,1,0,
Ekstrom,Mr Amandus,,45,M,,Southampton,,,3,0,1,0,
Elias,Mr Dibo,,29,M,,Cherbourg,,,3,0,1,0,
Elias,Mr Joseph jr.,,15,M,,Cherbourg,,,3,0,1,0,
Elias Nasrallah,Mr Tannous,,22,M,,Cherbourg,,,3,0,1,0,
Elsbury,Mr William James,,48,M,,Southampton,,,3,0,1,0,
Emanuel,Miss Virginia Ethel,,5,F,,Southampton,,,3,1,1,0,
Estanislau,Mr Manuel Gonçalves,,37,M,,Southampton,,,3,0,1,0,
Everett,Mr Thomas James,,38,M,,Southampton,,,3,0,1,0,
Fardon,Mr Charles Richard,,45,M,,Southampton,,,3,0,1,0,
Farrell,Mr James,,25,M,,Queenstown,,,3,0,1,0,
Finoli,Mr Luigi,,34,M,,Southampton,,,3,1,1,0,
Fischer,Mr Eberhard Thelander,,18,M,,Southampton,,,3,0,1,0,
Fleming,Miss Honor,,22,F,,Queenstown,,,3,0,1,0,
Flynn,Mr James,,28,M,,Queenstown,,,3,0,1,0,
Flynn,Mr John,,42,M,,Queenstown,,,3,0,1,0,
Foley,Mr Joseph,,19,M,,Queenstown,,,3,0,1,0,
Foley,Mr William,,20,M,,Queenstown,,,3,0,1,0,
Foo,Mr Choong,,32,M,,Southampton,,,3,1,1,0,
Ford,Mr Arthur,,22,M,,Southampton,,,3,0,1,0,
Ford,Mrs Margaret Ann Watson,,54,F,,Southampton,,,3,0,1,0,
Ford,Miss Dollina Margaret,,20,F,,Southampton,,,3,0,1,0,
Ford,Mr Edward Watson,,18,M,,Southampton,,,3,0,1,0,
Ford,Mr William Neal Thomas,,16,M,,Southampton,,,3,0,1,0,
Ford,Miss Robina Maggie,,7,F,,Southampton,,,3,0,1,0,
Fox,Mr Patrick,,28,M,,Queenstown,,,3,0,1,0,
Gallagher,Mr Martin,,29,M,,Queenstown,,,3,0,1,0,
Garfirth,Mr John,,21,M,,Southampton,,,3,0,1,0,
George/Joseph,Mrs Shawneene,,38,F,,Cherbourg,,,3,1,1,0,
Gerios Thamah,Mr Assaf,,21,M,,Cherbourg,,,3,0,1,0,
Gheorgheff,Mr Stanio,,0,M,,Cherbourg,,,3,0,1,0,
Gilinski,Mr Eliezer,,22,M,,Southampton,,,3,0,1,0,
Gilnagh,Miss Katherine,,17,F,,Queenstown,,,3,1,1,0,
Glynn,Miss Mary Agatha,,19,F,,Queenstown,,,3,1,1,0,
Goldsmith,Mr Frank John,,33,M,,Southampton,,,3,0,1,0,
Goldsmith,Mrs Emily Alice,,31,F,,Southampton,,,3,1,1,0,
Goldsmith,Master Frank John William,,9,M,,Southampton,,,3,1,1,0,
Goldsmith,Mr Nathan,,41,M,,Southampton,,,3,0,1,0,
Goodwin,Mr Frederick Joseph,,42,M,,Southampton,,,3,0,1,0,
Goodwin,Mrs Augusta,,43,F,,Southampton,,,3,0,1,0,
Goodwin,Miss Lillian Amy,,16,F,,Southampton,,,3,0,1,0,
Goodwin,Mr Charles Edward,,14,M,,Southampton,,,3,0,1,0,
Goodwin,Master William Frederick,,11,M,,Southampton,,,3,0,1,0,
Goodwin,Miss Jessie Allis,,10,F,,Southampton,,,3,0,1,0,
Goodwin,Master Harold Victor,,9,M,,Southampton,,,3,0,1,0,
Goodwin,Master Sidney Leslie,,1,M,,Southampton,,,3,0,1,0,
Grønnestad,Mr Daniel Danielsen,,32,M,,Southampton,,,3,0,1,0,
Green,Mr George,,40,M,,Southampton,,,3,0,1,0,
Guest,Mr Robert,,23,M,,Southampton,,,3,0,1,0,
Gustafsson,Mr Karl Gideon,,19,M,,Southampton,,,3,0,1,0,
Gustafsson,Mr Alfred Ossian,,19,M,,Southampton,,,3,0,1,0,
Gustafsson,Mr Anders Vilhelm,,37,M,,Southampton,,,3,0,1,0,
Gustafsson,Mr Johan Birger,,28,M,,Southampton,,,3,0,1,0,
Haas,Miss Aloisia,,24,F,,Southampton,,,3,0,1,0,
Hagland,Mr Ingvald Olai Olsen,,28,M,,Southampton,,,3,0,1,0,
Hagland,Mr Konrad Mathias Reiersen,,19,M,,Southampton,,,3,0,1,0,
Hakkarainen,Mr Pekka Pietari,,28,M,,Southampton,,,3,0,1,0,
Hakkarainen,Mrs Elin Matilda,,24,F,,Southampton,,,3,1,1,0,
Hampe,Mr Leon Jerome,,19,M,,Southampton,,,3,0,1,0,
Hanna,Mr Boulos,,18,M,,Cherbourg,,,3,0,1,0,
Hanna,Mr Mansour,,35,M,,Cherbourg,,,3,0,1,0,
Hannah,Mr Borak,,27,M,,Cherbourg,,,3,1,1,0,
Hansen,Mr Claus Peter,,41,M,,Southampton,,,3,0,1,0,
Hansen,Mrs Jennie Louise,,45,F,,Southampton,,,3,1,1,0,
Hansen,Mr Henry Damsgaard,,21,M,,Southampton,,,3,0,1,0,
Hansen,Mr Henrik Juul,,26,M,,Southampton,,,3,0,1,0,
Hargadon,Miss Catherine,,17,F,,Queenstown,,,3,0,1,0,
Harknett,Miss Alice Phoebe,,21,F,,Southampton,,,3,0,1,0,
Hart,Mr Henry,,28,M,,Queenstown,,,3,0,1,0,
Healy,Miss Honor,,29,F,,Queenstown,,,3,1,1,0,
Hedman,Mr Oskar Arvid,,27,M,,Southampton,,,3,1,1,0,
Hee,Mr Ling,,24,M,,Southampton,,,3,1,1,0,
Hegarty,Miss Hanora,,18,F,,Queenstown,,,3,0,1,0,
Heikkinen,Miss Laina,,26,F,,Southampton,,,3,0,1,0,
Heininen,Miss Wendla Maria,,23,F,,Southampton,,,3,0,1,0,
Hellstrom,Miss Hilda Maria,,22,F,,Southampton,,,3,1,1,0,
Hendekovic,Mr Ignjac,,28,M,,Southampton,,,3,0,1,0,
Henriksson,Miss Jenny Lovisa,,28,F,,Southampton,,,3,0,1,0,
Henry,Miss Bridget Delia,,21,F,,Queenstown,,,3,0,1,0,
Hirvonen,Mrs Helga Elisabeth Lindqvist,,22,F,,Southampton,,,3,1,1,0,
Hirvonen,Miss Hildur Elisabeth,,2,F,,Southampton,,,3,1,1,0,
Holm,Mr John Fredrik Alexander,,43,M,,Southampton,,,3,0,1,0,
Holthen,Mr Johan Martin,,28,M,,Southampton,,,3,0,1,0,
Honkanen,Miss Eliina,,27,F,,Southampton,,,3,0,1,0,
Horgan,Mr John,,22,M,,Queenstown,,,3,0,1,0,
Howard,Miss May Elizabeth,,26,F,,Southampton,,,3,1,1,0,
Humblen,Mr Adolf Mathias Nicolai Olsen,,42,M,,Southampton,,,3,0,1,0,
Hyman,Mr Abraham Joseph,,34,M,,Southampton,,,3,1,1,0,
Ibrahim Shawah,Mr Yousseff,,33,M,,Cherbourg,,,3,0,1,0,
Ibr?h?m,Mrs S?fiyah,,18,F,,Cherbourg,,,3,1,1,0,
Ibr?h?m,Mr Husayn Mahm?d Husayn,,11,M,,Cherbourg,,,3,0,1,0,
Ilieff,Mr Ylio,,32,M,,Southampton,,,3,0,1,0,
Ilmakangas,Miss Ida Livija,,27,F,,Southampton,,,3,0,1,0,
Ilmakangas,Miss Pieta Sofia,,25,F,,Southampton,,,3,0,1,0,
Ivanoff,Mr Kanio,,20,M,,Southampton,,,3,0,1,0,
Jabbur    ,(Zabour),,19,M,,Cherbourg,,,3,0,1,0,
Jabbur    #(Zabour),Miss Hileni,,16,F,,Cherbourg,,,3,0,1,0,
Jalševac,Mr Ivan,,29,M,,Cherbourg,,,3,1,1,0,
Jansson,Mr Carl Olof,,21,M,,Southampton,,,3,1,1,0,
Jardim,Mr Jose Neto,,21,M,,Southampton,,,3,0,1,0,
Jonsson,Mr Nils Hilding,,27,M,,Southampton,,,3,0,1,0,
Jensen,Mr Hans Peder,,20,M,,Southampton,,,3,0,1,0,
Jensen,Mr Svend Lauritz,,17,M,,Southampton,,,3,0,1,0,
Jensen,Mr Niels Rasmus,,48,M,,Southampton,,,3,0,1,0,
Jermyn,Miss Annie Jane,,26,F,,Queenstown,,,3,1,1,0,
Johannesen,Mr Bernt Johannes,,29,M,,Southampton,,,3,1,1,0,
Johanson,Mr Jakob Alfred,,34,M,,Southampton,,,3,0,1,0,
Johansson,Mr Nils,,29,M,,Southampton,,,3,0,1,0,
Johansson,Mr Erik,,22,M,,Southampton,,,3,0,1,0,
Johansson,Mr Gustaf Joel,,33,M,,Southampton,,,3,0,1,0,
Johansson,Mr Karl Johan,,31,M,,Southampton,,,3,0,1,0,
Johansson Palmquist,Mr Oskar Leander,,26,M,,Southampton,,,3,1,1,0,
Johnson,Mr August,,49,M,,Southampton,,,3,0,1,0,
Johnson,Mr William Cahoone Jr.,,19,M,,Southampton,,,3,0,1,0,
Johnson,Mr Malkolm Joackim,,33,M,,Southampton,,,3,0,1,0,
Johnson,Mrs Elisabeth Vilhelmina,,26,F,,Southampton,,,3,1,1,0,
Johnson,Master Harold Theodor,,4,M,,Southampton,,,3,1,1,0,
Johnson,Miss Eleanor Ileen,,1,F,,Southampton,,,3,1,1,0,
Johnston,Mr Andrew Emslie,,35,F,,Southampton,,,3,0,1,0,
Johnston,Mrs Eliza,,36,F,,Southampton,,,3,0,1,0,
Johnston,Master William Andrew,,8,M,,Southampton,,,3,0,1,0,
Johnston,Miss Catherine Nellie,,7,F,,Southampton,,,3,0,1,0,
Jonkoff,Mr Lalio,,23,M,,Southampton,,,3,0,1,0,
Jonsson,Mr Carl,,25,M,,Southampton,,,3,1,1,0,
Joseph (Shahin),Mr Elias,,39,M,,Cherbourg,,,3,0,1,0,
Jussila,Miss Katriina,,20,F,,Southampton,,,3,0,1,0,
Jussila,Miss Mari Aina,,21,F,,Southampton,,,3,0,1,0,
Jussila,Mr Eiriik,,32,M,,Southampton,,,3,1,1,0,
Kallio,Mr Nikolai Erland,,17,M,,Southampton,,,3,0,1,0,
Kalvik,Mr Johannes Halvorsen,,21,M,,Southampton,,,3,0,1,0,
Karajic,Mr Milan,,30,M,,Southampton,,,3,0,1,0,
Karlsson,Mr Einar Gervasius,,21,M,,Southampton,,,3,1,1,0,
Karlsson,Mr Julius Konrad Eugen,,33,M,,Southampton,,,3,0,1,0,
Karlsson,Mr Nils August,,22,M,,Southampton,,,3,0,1,0,
Karun,Mr Franz,,39,M,,Cherbourg,,,3,1,1,0,
Karun,Miss Manca,,4,F,,Cherbourg,,,3,1,1,0,
Katavelos,Mr Vasilios G.,,19,M,,Cherbourg,,,3,0,1,0,
Keane,Mr Andrew,,23,M,,Queenstown,,,3,0,1,0,
Keefe,Mr Arthur,,39,M,,Southampton,,,3,0,1,0,
Kelly,Mr James,,19,M,,Southampton,,,3,0,1,0,
Kelly,Mr James,,44,M,,Queenstown,,,3,0,1,0,
Kelly,Miss Anna Katherine,,20,F,,Queenstown,,,3,1,1,0,
Kelly,Miss Mary,,22,F,,Queenstown,,,3,1,1,0,
Kennedy,Mr John,,24,M,,Queenstown,,,3,0,1,0,
Khalil,Mr Betros,,25,M,,Cherbourg,,,3,0,1,0,
Khalil,Mrs Zahie,,20,F,,Cherbourg,,,3,0,1,0,
Kiernan,Mr John Joseph,,25,M,,Queenstown,,,3,0,1,0,
Kiernan,Mr Philip,,22,M,,Queenstown,,,3,0,1,0,
Kilgannon,Mr Thomas,,22,M,,Queenstown,,,3,0,1,0,
Kink,Mr Anton,,29,M,,Southampton,,,3,1,1,0,
Kink,Miss Maria,,22,F,,Southampton,,,3,0,1,0,
Kink,Mr Vincenz,,26,M,,Southampton,,,3,0,1,0,
Kink-Heilmann,Mrs Luise,,26,F,,Southampton,,,3,1,1,0,
Kink-Heilmann,Miss Luise Gretchen,,4,F,,Southampton,,,3,1,1,0,
Klasen,Mr Klas Albin,,18,M,,Southampton,,,3,0,1,0,
Klasen,Miss Gertrud Emilia,,1,F,,Southampton,,,3,0,1,0,
Klasen,Mrs Hulda Kristina Eugenia,,36,F,,Southampton,,,3,0,1,0,
Kraeff,Mr Theodor,,0,M,,Cherbourg,,,3,0,1,0,
Krekorian,Mr Neshan,,25,M,,Cherbourg,,,3,1,1,0,
Kutscher    #(Lithman),Mr Simon,,26,M,,Southampton,,,3,0,1,0,
Lahh?d Ishaq Mu'Awwad,Mr Sark ?s,,30,M,,Cherbourg,,,3,0,1,0,
Laitinen,Miss Kristina Sofia,,37,F,,Southampton,,,3,0,1,0,
Lam,Mr Ali,,38,M,,Southampton,,,3,1,1,0,
Lam,Mr Len,,23,M,,Southampton,,,3,0,1,0,
Landergren,Miss Aurora Adelia,,22,F,,Southampton,,,3,1,1,0,
Lane,Mr Patrick,,16,M,,Queenstown,,,3,0,1,0,
Lang,Mr Fang,,32,M,,Southampton,,,3,1,1,0,
Larsson,Mr August Viktor,,29,M,,Southampton,,,3,0,1,0,
Larsson,Mr Bengt Edvin,,29,M,,Southampton,,,3,0,1,0,
Larsson,Mr Edvard,,22,M,,Southampton,,,3,0,1,0,
Lefebvre,Mrs Frances Marie,,40,F,,Southampton,,,3,0,1,0,
Lefebvre,Master Henry,,5,M,,Southampton,,,3,0,1,0,
Lefebvre,Miss Ida,,3,F,,Southampton,,,3,0,1,0,
Lefebvre,Miss Jeannie,,8,F,,Southampton,,,3,0,1,0,
Lefebvre,Miss Mathilde,,12,F,,Southampton,,,3,0,1,0,
Leinonen,Mr Antti Gustaf,,32,M,,Southampton,,,3,0,1,0,
Lennon,Mr Denis,,20,M,,Queenstown,,,3,0,1,0,
Lester,Mr James,,26,M,,Southampton,,,3,0,1,0,
Lievens,Mr Rene Aime,,24,M,,Southampton,,,3,0,1,0,
Lindahl,Miss Agda Thorilda Viktoria,,25,F,,Southampton,,,3,0,1,0,
Lindblom,Miss Augusta Charlotta,,45,F,,Southampton,,,3,0,1,0,
Lindell,Mr Edvard Bengtsson,,36,M,,Southampton,,,3,1,1,0,
Lindell,Mrs Elin Gerda,,30,F,,Southampton,,,3,1,1,0,
Lindqvist,Mr Eino William,,20,M,,Southampton,,,3,1,1,0,
Linehan,Mr Michael,,21,M,,Queenstown,,,3,0,1,0,
Ling,Mr Lee,,28,M,,Southampton,,,3,0,1,0,
Linhart,Mr Wenzel,,27,M,,Southampton,,,3,0,1,0,
Livshin,Mr David,,25,M,,Southampton,,,3,1,1,0,
Lobb,Mr William Arthur,,30,M,,Southampton,,,3,0,1,0,
Lobb,Mrs Cordelia K.,,26,F,,Southampton,,,3,0,1,0,
Lockyer,Mr Edward Thomas,,19,M,,Southampton,,,3,0,1,0,
Lovell,Mr John Hall,,20,M,,Southampton,,,3,0,1,0,
Lulic,Mr Nikola,,29,M,,Southampton,,,3,1,1,0,
Lundahl,Mr Johan Svensson,,51,M,,Southampton,,,3,0,1,0,
Lundin,Miss Olga Elida,,23,F,,Southampton,,,3,1,1,0,
Lundstrom,Mr Thure Edvin,,32,M,,Southampton,,,3,1,1,0,
Lymperopoulus,Mr Panagiotis K.,,30,M,,Cherbourg,,,3,0,1,0,
Lyntakoff,Mr Stanko,,44,M,,Southampton,,,3,0,1,0,
Mackay,Mr George William,,20,M,,Southampton,,,3,0,1,0,
Madigan,Miss Margaret,,21,F,,Queenstown,,,3,1,1,0,
Madsen,Mr Fridtjof Arne,,24,M,,Southampton,,,3,1,1,0,
Mahon,Miss Bridget Delia,,20,F,,Queenstown,,,3,0,1,0,
Maisner,Mr Simon,,34,M,,Southampton,,,3,0,1,0,
Mangan,Miss Mary,,32,F,,Queenstown,,,3,0,1,0,
Mannion,Miss Margaret,,28,F,,Queenstown,,,3,1,1,0,
Mardirosian,Mr Sarkis,,25,M,,Cherbourg,,,3,0,1,0,
Marinko,Mr Dmitri,,23,M,,Southampton,,,3,0,1,0,
Markoff,Mr Marin,,35,M,,Southampton,,,3,0,1,0,
Markun,Mr Johann,,33,M,,Cherbourg,,,3,0,1,0,
Matinoff,Mr Nicola,,30,M,,Cherbourg,,,3,0,1,0,
M?m?,Mr Hann? Mik?' ?l,,18,M,,Cherbourg,,,3,1,1,0,
Maenpaa,Mr Matti Alexanteri,,22,M,,Southampton,,,3,0,1,0,
Makinen,Mr Kalle Edvard,,29,M,,Southampton,,,3,0,1,0,
McCarthy,Miss Catherine,,24,F,,Queenstown,,,3,1,1,0,
McCormack,Mr Thomas Joseph,,19,M,,Queenstown,,,3,0,1,0,
McCoy,Miss Agnes,,29,F,,Queenstown,,,3,1,1,0,
McCoy,Miss Alice,,26,F,,Queenstown,,,3,1,1,0,
McCoy,Mr Bernard,,24,M,,Queenstown,,,3,1,1,0,
McDermott,Miss Bridget Delia,,31,F,,Queenstown,,,3,1,1,0,
McEvoy,Mr Michael,,19,M,,Queenstown,,,3,0,1,0,
McGovern,Ms Mary,,22,F,,Queenstown,,,3,1,1,0,
McGowan,Miss Catherine,,42,F,,Queenstown,,,3,0,1,0,
McGowan,Miss Anna Louise,,17,F,,Queenstown,,,3,0,1,0,
McMahon,Mr Martin,,19,M,,Queenstown,,,3,0,1,0,
McNamee,Mr Neal,,27,M,,Southampton,,,3,0,1,0,
McNamee,Mrs Eileen,,19,F,,Southampton,,,3,0,1,0,
McNeill,Miss Bridget,,32,F,,Queenstown,,,3,0,1,0,
Meanwell,Mrs Marian,,62,F,,Southampton,,,3,0,1,0,
Meehan,Mr John,,22,M,,Queenstown,,,3,0,1,0,
Meek,Mrs Annie Louisa,,31,F,,Southampton,,,3,0,1,0,
Meo    #(Martino),Mr Alfonzo,,48,M,,Southampton,,,3,0,1,0,
Mernagh,Mr Robert,,28,M,,Queenstown,,,3,0,1,0,
Midtsjø,Mr Karl Albert,,21,M,,Southampton,,,3,1,1,0,
Mihoff,Mr Stoytcho,,28,M,,Southampton,,,3,0,1,0,
Miles,Mr Frank,,23,M,,Southampton,,,3,0,1,0,
Mineff,Mr Ivan,,24,M,,Southampton,,,3,0,1,0,
Minkoff,Mr Lazar,,21,M,,Southampton,,,3,0,1,0,
Mitkoff,Mr Mito,,23,M,,Southampton,,,3,0,1,0,
Mockler,Miss Ellen Mary,,23,F,,Queenstown,,,3,1,1,0,
Moen,Mr Sigurd Hansen,,27,M,,Southampton,,,3,0,1,0,
Moor,Mrs Beila,,29,F,,Southampton,,,3,1,1,0,
Moor,Master Meier,,7,M,,Southampton,,,3,1,1,0,
Moore,Mr Leonard Charles,,19,M,,Southampton,,,3,0,1,0,
Moran,Miss Bridget,,28,F,,Queenstown,,,3,1,1,0,
Moran,Mr Daniel J.,,27,M,,Queenstown,,,3,0,1,0,
Morley,Mr William,,34,M,,Southampton,,,3,0,1,0,
Morrow,Mr Thomas Rowan,,30,M,,Queenstown,,,3,0,1,0,
Moss,Mr Albert Johan,,29,M,,Southampton,,,3,1,1,0,
Moussa,Mrs Mantoura Boulos,,35,F,,Cherbourg,,,3,0,1,0,
Moutal,Mr Rahamin Haim,,28,M,,Southampton,,,3,0,1,0,
Mub?rik,Mrs Am ?nah,,24,F,,Cherbourg,,,3,1,1,0,
Mub?rik,Master Jirjis,,7,M,,Cherbourg,,,3,1,1,0,
Mub?rik,Master Hal ?m,,4,M,,Cherbourg,,,3,1,1,0,
Mullin,Miss Catherine,,21,F,,Queenstown,,,3,1,1,0,
Mullin,Miss Mary    ,(Lennon),18,F,,Queenstown,,,3,0,1,0,
Mulvihill,Miss Bridget Elizabeth,,25,F,,Queenstown,,,3,1,1,0,
Murdlin,Mr Joseph,,22,M,,Southampton,,,3,0,1,0,
Murphy,Miss Nora,,34,F,,Queenstown,,,3,1,1,0,
Murphy,Miss Margaret Jane,,25,F,,Queenstown,,,3,1,1,0,
Murphy,Miss Catherine,,18,F,,Queenstown,,,3,1,1,0,
Muslam?n ?,Mrs Fat ?mah Muhammad,,22,F,,Cherbourg,,,3,1,1,0,
Myhrman,Mr Pehr Fabian Oliver Malkolm,,18,M,,Southampton,,,3,0,1,0,
Naidenoff,Mr Penko,,22,M,,Southampton,,,3,0,1,0,
Najib Kiamie,Miss Adele,,15,F,,Cherbourg,,,3,1,1,0,
Nakhli,Mr Toufik,,17,M,,Cherbourg,,,3,0,1,0,
Nakid,Mr Sahid,,20,M,,Cherbourg,,,3,1,1,0,
Nakid,Mrs Waika,,19,F,,Cherbourg,,,3,1,1,0,
Nakid,Miss Maria,,1,F,,Cherbourg,,,3,1,1,0,
Nancarrow,Mr William Henry,,36,M,,Southampton,,,3,0,1,0,
Nankoff,Mr Minko,,32,M,,Southampton,,,3,0,1,0,
Nasr ‘Alm?,Mr Mustafà,,20,M,,Cherbourg,,,3,0,1,0,
Nassr Rizq,Mr Saade,,20,M,,Cherbourg,,,3,0,1,0,
Naughton,Miss Hannah,,21,F,,Queenstown,,,3,0,1,0,
N ?q?la Y?rid,Miss Jamilah,,14,F,,Cherbourg,,,3,1,1,0,
N ?q?la Y?rid,Master Ily?s,,11,M,,Cherbourg,,,3,1,1,0,
Nenkov,Mr Hristo,,22,M,,Southampton,,,3,0,1,0,
Nieminen,Miss Manta Josefina,,29,F,,Southampton,,,3,0,1,0,
Niklasson,Mr Samuel,,28,M,,Southampton,,,3,0,1,0,
Nilsson,Mr August Ferdinand,,21,M,,Southampton,,,3,0,1,0,
Nilsson,Miss Berta Olivia,,18,F,,Southampton,,,3,1,1,0,
Nilsson,Miss Helmina Josefina,,26,F,,Southampton,,,3,1,1,0,
Nirva,Mr Iisakki Antino aijo,,41,M,,Southampton,,,3,0,1,0,
Niskanen,Mr Juha,,39,M,,Southampton,,,3,1,1,0,
Nofal,Mr Mansouer,,20,M,,Cherbourg,,,3,0,1,0,
Nosworthy,Mr Richard Cater,,21,M,,Southampton,,,3,0,1,0,
Nysten,Miss Anna Sofia,,22,F,,Southampton,,,3,1,1,0,
Nysveen,Mr Johan Hansen,,60,M,,Southampton,,,3,0,1,0,
